ja	0.04089038128249567
on	0.023031304159445407
oli	0.009180025996533796
ovat	0.006512673310225303
myös	0.006228336221837089
ei	0.00503682842287695
että	0.004657712305025996
joka	0.004346295493934142
tai	0.004305675909878683
hän	0.003940099653379549
mutta	0.0038317807625649915
vuonna	0.0034932842287694974
se	0.0033578856152512997
hitler	0.003236026863084922
sen	0.0031954072790294627
sekä	0.0031954072790294627
hänen	0.0027621317157712306
kuin	0.0026538128249566726
mukaan	0.0025861135181975735
eli	0.002491334488734835
lähde	0.0024507149046793762
esimerkiksi	0.0023153162911611785
kuitenkin	0.0022611568457538995
noin	0.00224761698440208
jälkeen	0.0021528379549393415
vain	0.0021257582322357018
n	0.002085138648180243
olivat	0.002085138648180243
kuten	0.001841421143847487
ne	0.001787261698440208
ole	0.001787261698440208
kun	0.0017737218370883882
hitlerin	0.0017466421143847487
lisäksi	0.0017331022530329288
jonka	0.0016924826689774697
jotka	0.0016383232235701907
muun	0.0015706239168110918
kanssa	0.0015570840554592722
muassa	0.0014758448873483535
jossa	0.001448765164644714
osa	0.0014352253032928943
aikana	0.0014352253032928943
voi	0.0014081455805892548
usein	0.0013810658578856153
maan	0.0013539861351819758
eri	0.001340446273830156
niiden	0.0013133665511265164
voidaan	0.001286286828422877
ollut	0.001286286828422877
jo	0.0012727469670710573
niin	0.001218587521663778
vuoden	0.001177967937608319
hyvin	0.001177967937608319
sillä	0.001177967937608319
ennen	0.0011508882149046794
yleensä	0.00112380849220104
eaa	0.00112380849220104
sai	0.00111026863084922
tämä	0.00111026863084922
suurin	0.0010967287694974004
koska	0.0010967287694974004
yksi	0.001069649046793761
tämän	0.001056109185441941
koko	0.0010425693240901214
myöhemmin	0.0010290294627383016
maailman	0.001015489601386482
olla	0.001015489601386482
sitä	9.884098786828422E-4
vaikka	9.748700173310225E-4
luvulla	9.47790294627383E-4
tuli	9.47790294627383E-4
jopa	9.47790294627383E-4
olevan	9.47790294627383E-4
olisi	9.47790294627383E-4
etelä	9.342504332755633E-4
vastaan	9.342504332755633E-4
yli	9.207105719237435E-4
egyptin	9.071707105719238E-4
aristoteles	8.93630849220104E-4
eivät	8.394714038128249E-4
vuotta	8.394714038128249E-4
lähes	8.394714038128249E-4
saksan	8.259315424610052E-4
mm	8.123916811091854E-4
aristoteleen	8.123916811091854E-4
taas	8.123916811091854E-4
kaikki	8.123916811091854E-4
vaan	7.853119584055459E-4
maa	7.853119584055459E-4
jolloin	7.853119584055459E-4
siitä	7.717720970537262E-4
paljon	7.582322357019064E-4
muita	7.582322357019064E-4
vuoksi	7.446923743500867E-4
kaksi	7.446923743500867E-4
suuri	7.311525129982669E-4
alkoi	7.311525129982669E-4
käytetään	7.311525129982669E-4
vielä	7.176126516464472E-4
alueella	7.176126516464472E-4
luvun	7.176126516464472E-4
alueen	6.769930675909879E-4
eikä	6.769930675909879E-4
miljoonaa	6.769930675909879E-4
alue	6.634532062391682E-4
useita	6.634532062391682E-4
aina	6.499133448873484E-4
monet	6.499133448873484E-4
joita	6.363734835355286E-4
sodan	6.363734835355286E-4
mikä	6.363734835355286E-4
pohjois	6.363734835355286E-4
ajan	6.228336221837088E-4
häntä	6.228336221837088E-4
km	6.09293760831889E-4
avulla	5.957538994800693E-4
siihen	5.957538994800693E-4
niitä	5.957538994800693E-4
afrikan	5.822140381282495E-4
jota	5.822140381282495E-4
ensimmäisen	5.686741767764298E-4
erityisesti	5.686741767764298E-4
jos	5.686741767764298E-4
pitää	5.686741767764298E-4
aikaan	5.686741767764298E-4
kolme	5.686741767764298E-4
c	5.5513431542461E-4
pääkaupunki	5.5513431542461E-4
heidän	5.5513431542461E-4
joista	5.5513431542461E-4
ihmisen	5.415944540727903E-4
valtakunnan	5.280545927209705E-4
voivat	5.280545927209705E-4
välillä	5.145147313691508E-4
toisen	5.145147313691508E-4
sijaitsee	5.145147313691508E-4
ilman	5.145147313691508E-4
joiden	5.145147313691508E-4
maassa	5.145147313691508E-4
edelleen	5.00974870017331E-4
apollo	5.00974870017331E-4
kuitenkaan	4.8743500866551127E-4
näin	4.8743500866551127E-4
egypti	4.8743500866551127E-4
kaupunki	4.8743500866551127E-4
hänet	4.8743500866551127E-4
kaupungin	4.8743500866551127E-4
kuuluu	4.8743500866551127E-4
lähinnä	4.738951473136915E-4
suomessa	4.738951473136915E-4
prosenttia	4.6035528596187177E-4
nykyisin	4.6035528596187177E-4
metriä	4.6035528596187177E-4
saattaa	4.6035528596187177E-4
vuosina	4.6035528596187177E-4
dynastian	4.46815424610052E-4
lopulta	4.46815424610052E-4
asti	4.46815424610052E-4
muiden	4.46815424610052E-4
amerikan	4.46815424610052E-4
tasavalta	4.332755632582322E-4
takia	4.332755632582322E-4
alussa	4.332755632582322E-4
vasta	4.332755632582322E-4
missä	4.332755632582322E-4
erilaisia	4.332755632582322E-4
yhdysvaltain	4.332755632582322E-4
tätä	4.332755632582322E-4
siinä	4.332755632582322E-4
juuri	4.1973570190641246E-4
kertaa	4.1973570190641246E-4
itse	4.1973570190641246E-4
de	4.1973570190641246E-4
kautta	4.1973570190641246E-4
sammakkoeläinten	4.1973570190641246E-4
vuoteen	4.1973570190641246E-4
ensimmäinen	4.1973570190641246E-4
argentiina	4.1973570190641246E-4
von	4.1973570190641246E-4
a	4.061958405545927E-4
muut	4.061958405545927E-4
euroopan	4.061958405545927E-4
ranskan	4.061958405545927E-4
nämä	4.061958405545927E-4
yhtä	4.061958405545927E-4
faarao	4.061958405545927E-4
joutui	4.061958405545927E-4
toinen	3.9265597920277296E-4
maailmansodan	3.9265597920277296E-4
aikaa	3.9265597920277296E-4
m	3.791161178509532E-4
eläinten	3.791161178509532E-4
siten	3.791161178509532E-4
presidentti	3.791161178509532E-4
alle	3.791161178509532E-4
korkein	3.791161178509532E-4
pääasiassa	3.791161178509532E-4
maahan	3.791161178509532E-4
väestöstä	3.791161178509532E-4
argentiinan	3.791161178509532E-4
h	3.6557625649913345E-4
josta	3.6557625649913345E-4
varsinkin	3.6557625649913345E-4
kunnes	3.6557625649913345E-4
käyttää	3.6557625649913345E-4
vuodesta	3.6557625649913345E-4
tulee	3.6557625649913345E-4
erittäin	3.6557625649913345E-4
suomen	3.6557625649913345E-4
tarkoittaa	3.6557625649913345E-4
amonin	3.6557625649913345E-4
he	3.520363951473137E-4
joten	3.520363951473137E-4
ensimmäiset	3.520363951473137E-4
nykyään	3.520363951473137E-4
uuden	3.520363951473137E-4
jumala	3.520363951473137E-4
teki	3.520363951473137E-4
itä	3.520363951473137E-4
ainakin	3.520363951473137E-4
arkhimedeen	3.520363951473137E-4
vallan	3.520363951473137E-4
joissa	3.520363951473137E-4
i	3.3849653379549395E-4
määrä	3.3849653379549395E-4
enemmän	3.3849653379549395E-4
täysin	3.3849653379549395E-4
johon	3.3849653379549395E-4
valtion	3.3849653379549395E-4
kuoli	3.3849653379549395E-4
kirjoitti	3.3849653379549395E-4
puolestaan	3.3849653379549395E-4
pinta	3.3849653379549395E-4
sammakkoeläimet	3.3849653379549395E-4
siksi	3.3849653379549395E-4
sitten	3.3849653379549395E-4
nimellä	3.3849653379549395E-4
siis	3.3849653379549395E-4
uusi	3.3849653379549395E-4
suuria	3.249566724436742E-4
saksa	3.249566724436742E-4
la	3.249566724436742E-4
nopeasti	3.249566724436742E-4
lähtien	3.249566724436742E-4
osaksi	3.249566724436742E-4
nimi	3.249566724436742E-4
pidetään	3.249566724436742E-4
syntyi	3.249566724436742E-4
toisaalta	3.114168110918544E-4
osan	3.114168110918544E-4
kokonaan	3.114168110918544E-4
valtio	3.114168110918544E-4
pian	3.114168110918544E-4
tällöin	3.114168110918544E-4
alueilla	3.114168110918544E-4
maata	3.114168110918544E-4
abhasian	3.114168110918544E-4
muuta	3.114168110918544E-4
taiteen	3.114168110918544E-4
keskuudessa	3.114168110918544E-4
piti	3.114168110918544E-4
pois	3.114168110918544E-4
näiden	3.114168110918544E-4
huomattavasti	3.114168110918544E-4
lukuun	3.114168110918544E-4
ainoastaan	3.114168110918544E-4
jotkut	2.9787694974003464E-4
tavoin	2.9787694974003464E-4
suuren	2.9787694974003464E-4
egyptissä	2.9787694974003464E-4
johti	2.9787694974003464E-4
neljä	2.9787694974003464E-4
afrikka	2.9787694974003464E-4
monia	2.9787694974003464E-4
huolimatta	2.9787694974003464E-4
saint	2.9787694974003464E-4
käytännössä	2.9787694974003464E-4
ainoa	2.9787694974003464E-4
armeijan	2.9787694974003464E-4
tutkii	2.9787694974003464E-4
veden	2.9787694974003464E-4
yhä	2.9787694974003464E-4
syntyy	2.9787694974003464E-4
siellä	2.9787694974003464E-4
armenian	2.9787694974003464E-4
kohti	2.9787694974003464E-4
ottamatta	2.9787694974003464E-4
faaraon	2.9787694974003464E-4
käyttöön	2.843370883882149E-4
ii	2.843370883882149E-4
keski	2.843370883882149E-4
kielen	2.843370883882149E-4
oman	2.843370883882149E-4
kuoleman	2.843370883882149E-4
varten	2.843370883882149E-4
jolla	2.843370883882149E-4
niistä	2.843370883882149E-4
asuu	2.843370883882149E-4
länsi	2.843370883882149E-4
ala	2.843370883882149E-4
saattoi	2.843370883882149E-4
vaihtelee	2.843370883882149E-4
mukana	2.843370883882149E-4
aasian	2.843370883882149E-4
asukasta	2.843370883882149E-4
alueet	2.7079722703639514E-4
vähän	2.7079722703639514E-4
saakka	2.7079722703639514E-4
alla	2.7079722703639514E-4
tästä	2.7079722703639514E-4
ilmasto	2.7079722703639514E-4
niilin	2.7079722703639514E-4
mantereen	2.7079722703639514E-4
platonin	2.7079722703639514E-4
jumalan	2.7079722703639514E-4
lähellä	2.7079722703639514E-4
alaskan	2.7079722703639514E-4
kuuluvat	2.7079722703639514E-4
käytti	2.7079722703639514E-4
yhteydessä	2.7079722703639514E-4
pitkä	2.7079722703639514E-4
samalla	2.7079722703639514E-4
osittain	2.7079722703639514E-4
aluetta	2.7079722703639514E-4
absintin	2.7079722703639514E-4
sana	2.7079722703639514E-4
näistä	2.7079722703639514E-4
v	2.572573656845754E-4
vedessä	2.572573656845754E-4
ns	2.572573656845754E-4
valtaan	2.572573656845754E-4
seurasi	2.572573656845754E-4
ensimmäistä	2.572573656845754E-4
kohtaan	2.572573656845754E-4
eniten	2.572573656845754E-4
peräisin	2.572573656845754E-4
merkittäviä	2.572573656845754E-4
neuvostoliiton	2.572573656845754E-4
ettei	2.572573656845754E-4
euroopassa	2.572573656845754E-4
osavaltion	2.572573656845754E-4
hallitus	2.572573656845754E-4
niillä	2.572573656845754E-4
minkä	2.572573656845754E-4
metrin	2.572573656845754E-4
kannalta	2.572573656845754E-4
venäjän	2.572573656845754E-4
nousi	2.572573656845754E-4
kutsutaan	2.572573656845754E-4
merkittävä	2.572573656845754E-4
nyt	2.572573656845754E-4
oma	2.572573656845754E-4
tavalla	2.572573656845754E-4
